subID,trial,targetIdx,imgPath,stair1,stair2
22,15,1,S1-15.jpg,0.640614096695943,0.65667261033732
22,16,1,S1-15.jpg,0.62170368467135,0.64719091911458
22,17,1,S1-15.jpg,0.663867290651496,0.637409042586641
22,18,1,S1-15.jpg,0.712289262772939,0.62751305097986
22,19,1,S1-15.jpg,0.691236481344207,0.650986363610403
22,20,1,S1-15.jpg,0.738869911208938,0.670824128570917
22,21,1,S1-15.jpg,0.718932561745294,0.663610407494525
22,22,1,S1-15.jpg,0.700960874511358,0.656127801658393
22,23,1,S1-15.jpg,0.685089585514529,0.648367414890802
22,24,1,S1-15.jpg,0.722706186524311,0.640561631764555
22,25,1,S1-15.jpg,NaN,0.658685383108616
22,26,1,S1-15.jpg,NaN,0.651618303126386
22,1,2,S2-19.jpg,0.734258305431454,0.534258305431454
22,2,2,S2-19.jpg,0.696357985683836,0.496357985683836
22,3,2,S2-19.jpg,0.659414585222726,0.583533972123939
22,4,2,S2-19.jpg,0.626342701837916,0.558036635777462
22,5,2,S2-19.jpg,0.598141720293804,0.532259268930085
22,6,2,S2-19.jpg,0.660024771652831,0.507509891317635
22,7,2,S2-19.jpg,0.632611914630567,0.484444408728185
22,8,2,S2-19.jpg,0.693042209237796,0.463631114801202
22,9,2,S2-19.jpg,0.667505948205325,0.444880397391551
22,10,2,S2-19.jpg,0.644895171923412,0.428055427456309
22,11,2,S2-19.jpg,0.625438298911206,0.412829093970534
22,12,2,S2-19.jpg,0.60827461472862,0.399183101236011
22,13,2,S2-19.jpg,0.593494339544524,0.430331825511336
22,14,2,S2-19.jpg,0.580584913270055,0.416887193355807
22,15,2,S2-19.jpg,0.569174279257272,0.448287908506025
22,16,2,S2-19.jpg,0.594944642453062,0.434899958839024
22,17,2,S2-19.jpg,0.623860101009608,0.464234672151352
22,18,2,S2-19.jpg,0.657901139556031,0.451011745098725
